recall,precision
1.0,0.6070813187573115
1.0,0.607112806740511
1.0,0.607144297990306
1.0,0.6071757925072047
1.0,0.6072072902917154
1.0,0.607238791344347
1.0,0.6072702956656079
1.0,0.607301803256007
1.0,0.6073333141160532
1.0,0.6073648282462554
1.0,0.6073963456471226
1.0,0.6074278663191641
1.0,0.6074593902628893
1.0,0.6074909174788075
1.0,0.607522447967428
1.0,0.6075539817292609
1.0,0.6075855187648155
1.0,0.6076170590746017
1.0,0.6076486026591296
1.0,0.607680149518909
1.0,0.6077116996544504
1.0,0.6077432530662636
1.0,0.6077748097548592
1.0,0.6078063697207478
1.0,0.6078379329644397
1.0,0.6078694994864456
1.0,0.6079010692872765
1.0,0.607932642367443
1.0,0.6079642187274563
1.0,0.6079957983678275
1.0,0.6080273812890676
1.0,0.6080589674916882
1.0,0.6080905569762005
1.0,0.6081221497431161
1.0,0.6081537457929466
1.0,0.6081853451262037
1.0,0.6082169477433994
1.0,0.6082485536450455
1.0,0.608280162831654
1.0,0.6083117753037373
1.0,0.6083433910618073
1.0,0.6083750101063768
1.0,0.608406632437958
1.0,0.6084382580570636
1.0,0.6084698869642063
1.0,0.6085015191598988
1.0,0.6085331546446541
1.0,0.6085647934189852
1.0,0.608596435483405
1.0,0.6086280808384271
1.0,0.6086597294845647
1.0,0.6086913814223311
1.0,0.60872303665224
1.0,0.608754695174805
1.0,0.6087863569905398
1.0,0.6088180220999584
1.0,0.6088496905035746
1.0,0.6088813622019027
1.0,0.608927116028231
1.0,0.6089587957824639
1.0,0.6089904788331801
1.0,0.6090221651808942
1.0,0.6097871576839144
1.0,0.610013144713451
1.0,0.6106637914543589
1.0,0.6108939713762149
1.0,0.6109258561196973
1.0,0.6109577441917112
1.0,0.610989635592778
1.0,0.6110215303234189
1.0,0.6110534283841553
1.0,0.611085329775509
1.0,0.6111172344980015
1.0,0.6111491425521547
1.0,0.6111810539384903
1.0,0.6112129686575304
1.0,0.6112448867097973
1.0,0.6112768080958129
1.0,0.6113087328160997
1.0,0.61134066087118
1.0,0.6113725922615766
1.0,0.611404526987812
1.0,0.6114364650504089
1.0,0.6114684064498903
1.0,0.6115039008080245
1.0,0.6115358492537574
1.0,0.611567801038002
1.0,0.6115997561612819
1.0,0.6116317146241204
1.0,0.611663676427041
1.0,0.6116956415705675
1.0,0.6117276100552236
1.0,0.6117595818815331
1.0,0.6117915570500201
1.0,0.6118341958078511
1.0,0.6118661787767904
1.0,0.6118981650896544
1.0,0.6119301547469678
1.0,0.611962147749255
1.0,0.6119941440970407
1.0,0.6120261437908496
1.0,0.6120581468312069
1.0,0.6120901532186372
1.0,0.612122162953666
1.0,0.6121541760368182
1.0,0.6121861924686193
1.0,0.6122182122495946
1.0,0.6122609105016302
1.0,0.6122964969282007
1.0,0.6123356467757124
1.0,0.612371241890855
1.0,0.6124032810329092
1.0,0.6124353235277019
1.0,0.6124780520703729
1.0,0.612567089019788
1.0,0.6125991486590217
1.0,0.6126312116542119
1.0,0.6126632780058856
1.0,0.6126989112227805
1.0,0.6127416765547568
1.0,0.6127737544716866
1.0,0.6128165302525261
1.0,0.6128700083775481
1.0,0.6129056656465632
1.0,0.6129448934350399
1.0,0.6129769926334532
1.0,0.6130376336264337
1.0,0.6131054230540909
1.0,0.6131625205173277
1.0,0.6132624666721
1.0,0.6133124519689807
1.0,0.6133517318474786
1.0,0.6134017316975178
1.0,0.6134517397001019
1.0,0.6134874646944064
1.0,0.6135267669943624
1.0,0.6135767953870348
1.0,0.6136125349487418
1.0,0.6136590026038784
1.0,0.6137090525653499
1.0,0.613759110691626
1.0,0.6137984478057193
1.0,0.6138377899625328
1.0,0.6138807144313977
1.0,0.6139594248847496
